Company Name,Category,Category_Group,Subcategory,Health Trust,Sponsorship_Type,Renewal,Website,Address,City,Zip,Main Phone,Status,Missing_Address,Missing_City_Zip,Missing_Phone,Data_Quality_Notes
Sound Business Brokers,ASSOCIATES,ASSOCIATES,,No,,NOVEMBER,https://soundbusinessbrokers.com,3739 Griffin Lane SE,Olympia,98501,253.606.3788,Active,FALSE,FALSE,FALSE,
Strategic Financial Advisors LLC,ASSOCIATES,ASSOCIATES,,No,,SEPTEMBER,https://strategicfinancialadvisorsllc.com,1823 145th Place SE,Bellevue,98007,425.736.6297,Active,FALSE,FALSE,FALSE,
Tactile,ASSOCIATES,ASSOCIATES,,Yes,,NOVEMBER,https://tactileinc.com,"2013 4th Ave., Ste. 402",Seattle,98121,206.448.5550,Active,FALSE,FALSE,FALSE,
Technical & Assembly Services Corp,ASSOCIATES,ASSOCIATES,,Yes,,AUGUST,https://tasc-wa.com,2222 N Pacific Street,Seattle,98103,206.682.2967,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Throughput Group,ASSOCIATES,ASSOCIATES,,No,,AUGUST,https://throughputgroup.com,18548 43rd Ave. NE,Lake Forest Park,98155,734.945.5756,Active,FALSE,FALSE,FALSE,
Trafton Manufacturing Group,ASSOCIATES,ASSOCIATES,,No,,,https://traftonmg.io,2817 Wetmore Ave.,Everett,98201,360.468.0532,Active,FALSE,FALSE,FALSE,
Transition 360,ASSOCIATES,ASSOCIATES,,No,,NOVEMBER,https://www.transition360.com,"40 Lake Bellevue Drive, Suite100A",Bellevue,98005,206.321.2774,Active,FALSE,FALSE,FALSE,
Truss Faber PC,ASSOCIATES,ASSOCIATES,,No,,MARCH,https://www.trussfaber.com,"1126 34th Ave., Ste. 312",Seattle,98122,206.795.8000,Active,FALSE,FALSE,FALSE,
Washington Federal Bank,ASSOCIATES,ASSOCIATES,,No,,,https://www.wafdbank.com,425 Pike Street,Seattle,98101,206.264.6835,Active,FALSE,FALSE,FALSE,
"Worldscape Technology, Inc",ASSOCIATES,ASSOCIATES,,Yes,,,https://worldscape.com,"15809 Bear Creek Parkway, Suite 130",Redmond,98052,,Active,FALSE,FALSE,TRUE,Trimmed trailing punctuation/spaces from name
Xemelgo,ASSOCIATES,ASSOCIATES,,No,,,https://xemelgo.com,2809 232nd Street SE,Bothell,98021,617.455.8832,Active,FALSE,FALSE,FALSE,
Aerospace Vendors,AFFILIATES,AFFILIATES,,No,IN-KIND,,https://topdrawermedia.com,,,,,Active,TRUE,TRUE,TRUE,Moved 'IN-KIND' from Renewal column to new Sponsorship_Type column (applies to AFFILIATES)
AJAC - Advanced Manufacturing Apprenticeships,AFFILIATES,AFFILIATES,,No,,JULY,https://www.ajactraining.org,"6811 S. 204th St., Suite 380",Kent,98032,206.456.8861,Active,FALSE,FALSE,FALSE,
WTIA Workforce Institute,AFFILIATES,AFFILIATES,,Yes,,DECEMBER,https://apprenticareers.org,"1595 NW Gilman Blvd., Suite 6B",Issaquah,98027,206.707.7969,Active,FALSE,FALSE,FALSE,
Center of Excellence,AFFILIATES,AFFILIATES,,No,IN-KIND,,,,,,,Active,TRUE,TRUE,TRUE,Moved 'IN-KIND' from Renewal column to new Sponsorship_Type column (applies to AFFILIATES)
Clover Park Technical College,AFFILIATES,AFFILIATES,,No,,MARCH,https://www.cptc.edu,4500 Steilacoom Blvd. SW,Lakewood,98499,253.589.5516,Active,FALSE,FALSE,FALSE,
Edmonds Community College,AFFILIATES,AFFILIATES,,No,,AUGUST,,20000 68th Avenue W,Lynnwood,98087,425.640.1515,Active,FALSE,FALSE,FALSE,
FIRST Robotics,AFFILIATES,AFFILIATES,,No,IN-KIND,,https://firstwa.org,,,,,Active,TRUE,TRUE,TRUE,Moved 'IN-KIND' from Renewal column to new Sponsorship_Type column (applies to AFFILIATES)
JBLM (Joint Base Lewis McChord / M2M),AFFILIATES,AFFILIATES,,No,IN-KIND,,,,,,,Active,TRUE,TRUE,TRUE,Moved 'IN-KIND' from Renewal column to new Sponsorship_Type column (applies to AFFILIATES)
Machinists Instittue,AFFILIATES,AFFILIATES,,No,,SEPTEMBER,https://www.machinistsinstitute.org,9125 15th Place South,Seattle,98108,206.764.0326,Active,FALSE,FALSE,FALSE,
Navy Region Northwest,AFFILIATES,AFFILIATES,,No,IN-KIND,,,,,,,Active,TRUE,TRUE,TRUE,Moved 'IN-KIND' from Renewal column to new Sponsorship_Type column (applies to AFFILIATES)
Northwest Trade Adjustment Assistance Center (NW TAAC),AFFILIATES,AFFILIATES,,No,,FEBRUARY,https://nwtaac.org,1200 Westlake Avenue N,Seattle,98109,503.927.2400,Active,FALSE,FALSE,FALSE,
Pierce County Economic Development,AFFILIATES,AFFILIATES,,No,Corporate Sponsor,NOVEMBER,https://www.piercecountywa.gov,"1501 Market Street, Ste. 100",Tacoma,98402,253.798.6150,Active,FALSE,FALSE,FALSE,
PNAA,AFFILIATES,AFFILIATES,,No,,,https://www.pnaa.net,,,,425.885.0290 x107,Active,TRUE,TRUE,FALSE,
US Coast Guard,AFFILIATES,AFFILIATES,,No,IN-KIND,,,,,,,Active,TRUE,TRUE,TRUE,Moved 'IN-KIND' from Renewal column to new Sponsorship_Type column (applies to AFFILIATES)
Washington Business Alliance - Plan Washington,AFFILIATES,AFFILIATES,,No,,,https://wabusinessalliance.org,,,,2064415101,Active,TRUE,TRUE,FALSE,
Washington National Guard,AFFILIATES,AFFILIATES,,No,IN-KIND,,,,,,,Active,TRUE,TRUE,TRUE,Moved 'IN-KIND' from Renewal column to new Sponsorship_Type column (applies to AFFILIATES)
WiM (Women in Manufacturing),AFFILIATES,AFFILIATES,,No,IN-KIND,,,,,,,Active,TRUE,TRUE,TRUE,Moved 'IN-KIND' from Renewal column to new Sponsorship_Type column (applies to AFFILIATES)
Yakima County Development Association,AFFILIATES,AFFILIATES,,No,IN-KIND,,https://chooseyakimavalley.com,PO Box 1387,Yakima,9807,509.575.1140,Active,FALSE,FALSE,FALSE,Moved 'IN-KIND' from Renewal column to new Sponsorship_Type column (applies to AFFILIATES); Suspicious short/incomplete Zip code: '9807' (Yakima area should be 9890x range - manual verification recommended)
